"lat","lon","year","pop1","citystate","vc_per100k"
47.4941836,-111.2833449,1976,65733,"Great Falls MT",607.001049701063
41.7620842,-72.7420151,2003,61771,"West Hartford CT",607.080992698839
33.7458511,-117.826166,2009,72286,"Tustin CA",607.309852530227
29.4241219,-98.4936282,1973,677700,"San Antonio TX",607.348384240815
37.4852152,-122.2363548,1974,54000,"Redwood City CA",607.407407407407
33.4941704,-111.9260519,1985,103868,"Scottsdale AZ",607.501829244811
37.9577016,-121.2907796,1970,107644,"Stockton CA",607.558247556761
38.7907339,-121.2357828,2007,52328,"Rocklin CA",607.705243846507
34.0522342,-118.2436849,1960,2479015,"Los Angeles CA",607.862396960083
37.0870821,-76.4730122,1972,136649,"Newport News VA",608.127392077512
40.1933767,-85.3863599,1990,71035,"Muncie IN",608.150911522489
33.6839473,-117.7946942,1999,138445,"Irvine CA",608.183755281881
37.0298687,-76.3452218,1983,127592,"Hampton VA",608.188601166217
25.7616798,-80.1917902,1964,454774,"Miami FL",608.214189905316
35.5950581,-82.5514869,1983,55897,"Asheville NC",608.261624058536
42.3764852,-71.2356113,1984,58685,"Waltham MA",608.332623327937
39.165325,-86.5263857,1987,52761,"Bloomington IN",608.403934724512
40.1053196,-85.6802541,1974,81830,"Anderson IN",608.578760845656
36.5297706,-87.3594528,1985,61120,"Clarksville TN",608.638743455497
26.1224386,-80.1373174,1973,152300,"Fort Lauderdale FL",608.667104399212
45.487062,-122.8037102,2004,81311,"Beaverton OR",608.773720652802
37.4418834,-122.1430195,2003,58147,"Palo Alto CA",608.801829845048
34.1425078,-118.255075,1998,187866,"Glendale CA",608.944673330991
34.1361187,-117.865339,2002,51230,"Glendora CA",609.018153425727
34.0194543,-118.4911912,1969,93424,"Santa Monica CA",609.051207398527
45.0105194,-93.4555093,1998,60585,"Plymouth MN",609.061648923001
42.4894801,-83.1446485,1974,88308,"Royal Oak MI",609.231326720116
44.8041322,-93.1668858,2005,64505,"Eagan MN",609.255096504147
38.5449065,-121.7405167,2002,62524,"Davis CA",609.366003454673
33.1192068,-117.086421,1981,65303,"Escondido CA",609.466640123731
33.4255104,-111.9400054,1975,93845,"Tempe AZ",609.51569076669
27.9094665,-82.7873244,1981,64635,"Largo FL",609.576854645316
41.5772115,-93.711332,2006,48055,"West Des Moines IA",609.718031422329
39.7817213,-89.6501481,1973,94597,"Springfield IL",609.955918263793
42.3875968,-71.0994968,2005,75412,"Somerville MA",609.982496154458
33.8536269,-118.1339563,1975,81477,"Lakewood CA",609.988094799759
40.9125992,-73.8370786,1977,69807,"Mount Vernon NY",610.253985989944
42.5678534,-83.373339,1997,57336,"West Bloomfield Township MI",610.436723873308
36.3274502,-119.6456844,2009,51102,"Hanford CA",610.543618645063
42.7369792,-84.4838654,1995,50602,"East Lansing MI",610.647800482194
32.735687,-97.1080656,1975,112478,"Arlington TX",610.786109283593
38.2526647,-85.7584557,1971,359700,"Louisville KY",610.78676675007
30.267153,-97.7430608,1971,260931,"Austin TX",610.889468863416
33.9319578,-117.9461734,2010,60239,"La Habra CA",610.89991533724
33.1031744,-96.6705503,2005,67432,"Allen TX",610.985882073793
37.7652065,-122.2416355,2010,73812,"Alameda CA",611.011759605484
26.1003654,-80.3997748,2005,64968,"Weston FL",611.070065262899
34.1063989,-117.5931084,1996,116431,"Rancho Cucamonga CA",611.520986678805
44.7677424,-93.2777226,1998,58869,"Burnsville MN",611.52728940529
40.0149856,-105.2705456,1985,82413,"Boulder CO",611.554002402534
42.0883603,-87.9806265,1978,71290,"Arlington Heights IL",611.586477766868
37.3229978,-122.0321823,2006,52641,"Cupertino CA",611.690507399176
45.5230622,-122.6764816,1969,371380,"Portland OR",611.772308686521
41.7001009,-71.4161671,2009,84488,"Warwick RI",611.921219581479
38.5815719,-121.4943996,1973,263900,"Sacramento CA",611.974232663888
34.1808392,-118.3089661,2009,103248,"Burbank CA",612.118394545173
41.7014912,-71.1550451,1977,102223,"Fall River MA",612.386644884224
34.0522342,-118.2436849,1963,2660600,"Los Angeles CA",612.49342253627
33.7877944,-117.8531119,2008,134852,"Orange CA",612.523358941655
41.3838782,-72.9026064,1988,52710,"Hamden CT",612.786947448302
41.0339862,-73.7629097,2008,57932,"White Plains NY",612.787405924187
39.9259463,-75.1196199,1967,116840,"Camden NJ",612.803834303321
35.5950581,-82.5514869,1982,55319,"Asheville NC",612.809342178998
44.0520691,-123.0867536,1975,93990,"Eugene OR",612.831152250239
34.0625106,-118.1228476,1983,58085,"Monterey Park CA",612.894895411896
42.8142432,-73.9395687,1988,67212,"Schenectady NY",612.985776349461
34.1808392,-118.3089661,1976,84800,"Burbank CA",613.207547169811
34.033625,-117.0430865,2008,51202,"Yucaipa CA",613.257294636928
39.5150576,-84.3982763,2003,49082,"Middletown OH",613.259443380465
41.1845415,-73.1331651,1997,50059,"Stratford CT",613.276333925967
33.4941704,-111.9260519,1998,189305,"Scottsdale AZ",613.296003803386
33.1580933,-117.3505939,2010,105328,"Carlsbad CA",613.322193528786
34.0522342,-118.2436849,1961,2479015,"Los Angeles CA",613.348446862968
35.6528323,-97.4780954,2004,71888,"Edmond OK",613.454262185622
38.0405837,-84.5037164,1989,225918,"Lexington KY",613.496932515337
39.7589478,-84.1916069,1967,262332,"Dayton OH",613.726118048885
40.7127837,-74.0059413,2007,8220196,"New York NY",613.768820110859
42.2917069,-85.5872286,1969,94000,"Kalamazoo MI",613.829787234043
32.912624,-96.6388833,1984,155896,"Garland TX",613.870785651973
33.8358492,-118.3406288,1982,137968,"Torrance CA",613.910471993506
42.5678534,-83.373339,1994,55708,"West Bloomfield Township MI",613.915416098227
33.1192068,-117.086421,1976,51300,"Escondido CA",614.035087719298
39.7817213,-89.6501481,1974,92000,"Springfield IL",614.130434782609
44.0234,-92.46295,1978,57800,"Rochester MN",614.186851211073
33.7513419,-117.9939921,1983,72127,"Westminster CA",614.194407087498
41.4047742,-81.7229086,2006,81568,"Parma OH",614.211455472734
29.7604267,-95.3698028,1968,1270000,"Houston TX",614.251968503937
34.0194543,-118.4911912,1968,91313,"Santa Monica CA",614.370352523737
37.2089572,-93.2922989,1988,141762,"Springfield MO",614.410067578053
41.7001009,-71.4161671,2010,82672,"Warwick RI",614.476485388039
36.3955891,-97.8783911,1979,51586,"Enid OK",614.507812197108
44.811349,-91.4984941,1990,54980,"Eau Claire WI",614.769006911604
39.8027644,-105.0874842,2008,103778,"Arvada CO",614.773844167357
39.8403147,-88.9548001,2010,76122,"Decatur IL",614.802553795224
34.2163937,-119.0376023,1998,58708,"Camarillo CA",614.907678680929
43.0166806,-88.0070315,1992,64709,"West Allis WI",615.061274320419
33.8491816,-118.3884078,2009,67268,"Redondo Beach CA",615.4486531486
42.4894801,-83.1446485,1977,84000,"Royal Oak MI",615.47619047619
42.331427,-83.0457538,1965,1640000,"Detroit MI",615.548780487805
33.9401088,-118.1331593,1982,86576,"Downey CA",615.644058399556
33.2098407,-87.5691735,1976,70000,"Tuscaloosa AL",615.714285714286
32.7667955,-96.5991593,1978,64629,"Mesquite TX",615.822618329233
38.2526647,-85.7584557,1984,296347,"Louisville KY",615.832115729196
33.4941704,-111.9260519,1982,92372,"Scottsdale AZ",615.987528688347
39.7392358,-104.990251,1968,489600,"Denver CO",616.013071895425
45.0105194,-93.4555093,2000,65894,"Plymouth MN",616.141075059945
34.1477849,-118.1445155,1968,125544,"Pasadena CA",616.516918371248
34.0625106,-118.1228476,1979,52227,"Monterey Park CA",616.539337890363
36.7682088,-76.2874927,1994,170107,"Chesapeake VA",616.670683746113
30.6953657,-88.0398912,1974,189352,"Mobile AL",616.840593180954
37.0298687,-76.3452218,1977,133871,"Hampton VA",617.011899515205
38.7907339,-121.2357828,2006,50073,"Rocklin CA",617.099035408304
30.6743643,-96.3699632,1984,55574,"Bryan TX",617.195091229712
38.6779591,-121.1760583,2002,53790,"Folsom CA",617.215095742703
28.8052674,-97.0035982,1980,50703,"Victoria TX",617.32047413368
33.3528264,-111.789027,2010,208453,"Gilbert AZ",617.405362359861
37.0298687,-76.3452218,1978,134208,"Hampton VA",617.697901764425
33.660297,-117.9992265,1987,188261,"Huntington Beach CA",617.759387233681
41.8137116,-71.3700545,1993,50343,"East Providence RI",617.762151639751
41.7605849,-88.3200715,1998,121237,"Aurora IL",617.798196920082
42.466763,-70.9494938,1971,92262,"Lynn MA",617.80581387787
37.9715592,-87.5710898,1972,138205,"Evansville IN",617.922651134185
36.0726354,-79.7919754,1964,141278,"Greensboro NC",617.930604906638
32.4609764,-84.9877094,1984,180374,"Columbus GA",618.160045239336
42.5678534,-83.373339,2009,63728,"West Bloomfield Township MI",618.252573437108
37.2089572,-93.2922989,1987,140378,"Springfield MO",618.330507629401
40.6084305,-75.4901833,1984,104460,"Allentown PA",618.418533409918
40.7127837,-74.0059413,1966,7960000,"New York NY",618.58040201005
42.0883603,-87.9806265,1994,77433,"Arlington Heights IL",618.599305205791
34.7464809,-92.2895948,1966,131584,"Little Rock AR",618.616245136187
37.0298687,-76.3452218,1976,134317,"Hampton VA",618.685646641899
38.2526647,-85.7584557,1969,385000,"Louisville KY",618.701298701299
35.4087517,-80.579511,2002,57860,"Concord NC",618.73487729001
31.9973456,-102.0779146,1987,98689,"Midland TX",619.116618873431
42.3736158,-71.1097335,1972,100612,"Cambridge MA",619.21043215521
25.7616798,-80.1917902,1965,471000,"Miami FL",619.32059447983
41.7798226,-71.4372796,1987,74595,"Cranston RI",619.344460084456
34.0122346,-117.688944,2010,77983,"Chino CA",619.365759203929
26.7153424,-80.0533746,1971,57800,"West Palm Beach FL",619.377162629758
42.495556,-82.900278,1983,74912,"Saint Clair Shores MI",619.393421614695
41.7605849,-88.3200715,1999,125596,"Aurora IL",619.446479187235
34.1808392,-118.3089661,1980,83781,"Burbank CA",619.472195366491
37.4418834,-122.1430195,1980,54884,"Palo Alto CA",619.488375482837
39.7390721,-75.5397878,1973,80386,"Wilmington DE",619.510860100017
34.1705609,-118.8375937,1987,98714,"Thousand Oaks CA",619.972850862086
39.0911161,-94.4155068,1977,122254,"Independence MO",620.020612822484
42.9026136,-78.744572,1982,92886,"Cheektowaga NY",620.114979652477
34.1425078,-118.255075,1992,186734,"Glendale CA",620.133451862007
44.840798,-93.2982799,2006,81706,"Bloomington MN",620.517465057646
33.4483771,-112.0740373,1970,581562,"Phoenix AZ",620.570119780866
40.4842027,-88.9936873,2008,73309,"Bloomington IL",620.660491890491
37.4418834,-122.1430195,1990,55900,"Palo Alto CA",620.751341681574
35.79154,-78.7811169,2008,124841,"Cary NC",620.789644427712
41.7637111,-72.6850932,1969,163500,"Hartford CT",620.795107033639
34.095287,-118.1270146,1975,60706,"Alhambra CA",621.025928244325
35.9940329,-78.898619,1966,90623,"Durham NC",621.255089767498
33.7091847,-117.9536697,1986,58260,"Fountain Valley CA",621.352557500858
42.0883603,-87.9806265,1979,71927,"Arlington Heights IL",621.463428198034
29.7355047,-94.9774274,1977,51000,"Baytown TX",621.56862745098
38.9822282,-94.6707917,1993,120018,"Overland Park KS",621.573430652069
37.4418834,-122.1430195,2001,59687,"Palo Alto CA",621.575887546702
41.2375569,-80.8184166,1974,66440,"Warren OH",621.613485851896
33.8352932,-117.9145036,2001,334110,"Anaheim CA",621.65155188411
42.3764852,-71.2356113,1997,55488,"Waltham MA",621.756055363322
37.4418834,-122.1430195,1986,59025,"Palo Alto CA",621.770436255824
42.3764852,-71.2356113,1986,58056,"Waltham MA",621.813421524046
37.5629917,-122.3255254,1996,89084,"San Mateo CA",621.884962507297
33.6469661,-117.689218,2007,76359,"Lake Forest CA",622.061577548161
34.095287,-118.1270146,1983,69122,"Alhambra CA",622.088481236075
33.8675143,-117.9981181,1977,62983,"Buena Park CA",622.390168775701
42.9133602,-85.7053085,1979,58481,"Wyoming MI",622.424377148134
39.0997265,-94.5785667,1966,517453,"Kansas City MO",622.471992625417
33.1192068,-117.086421,1980,63610,"Escondido CA",622.543625216161
33.8358492,-118.3406288,2000,137946,"Torrance CA",622.707436243168
34.2163937,-119.0376023,1999,60217,"Camarillo CA",622.747729046615
42.2917069,-85.5872286,1968,92000,"Kalamazoo MI",622.826086956522
41.5931049,-81.5267873,1985,57929,"Euclid OH",623.176647275113
41.7634219,-72.6128339,1984,52133,"East Hartford CT",623.405520495655
43.5445959,-96.7311034,1985,84827,"Sioux Falls SD",623.622195763141
37.9715592,-87.5710898,1973,138200,"Evansville IN",623.733719247467
41.719978,-87.7479528,1986,58839,"Oak Lawn IL",623.735957443192
42.7653662,-71.467566,1991,79356,"Nashua NH",623.77135944352
38.2526647,-85.7584557,1970,361472,"Louisville KY",623.83808427762
40.0378755,-76.3055144,1982,54816,"Lancaster PA",623.905429071804
44.2619309,-88.4153847,1996,61546,"Appleton WI",623.923569362753
40.2115109,-74.6796651,1975,81565,"Hamilton NJ",624.042174952492
42.0883603,-87.9806265,1990,75460,"Arlington Heights IL",624.171746620726
41.1845415,-73.1331651,1996,50121,"Stratford CT",624.488737255841
32.4609764,-84.9877094,1980,168598,"Columbus GA",624.562568950996
41.6717648,-72.9492703,2009,60998,"Bristol CT",624.610642971901
38.9822282,-94.6707917,2005,163274,"Overland Park KS",624.716733833923
41.452819,-82.1823746,1980,74580,"Lorain OH",624.832394743899
32.5007037,-94.7404891,1983,67203,"Longview TX",624.972099459845
42.6334247,-71.3161718,1978,89597,"Lowell MA",625.020927039968
40.8567662,-74.1284764,1968,56793,"Passaic NJ",625.077034141531
36.0726354,-79.7919754,1967,136300,"Greensboro NC",625.091709464417
33.4255104,-111.9400054,1974,98057,"Tempe AZ",625.146598407049
41.7001009,-71.4161671,2006,86538,"Warwick RI",625.158889736301
33.9401088,-118.1331593,1985,88616,"Downey CA",625.16926965785
34.0625106,-118.1228476,1985,60590,"Monterey Park CA",625.515761676844
37.6624312,-121.8746789,1996,58502,"Pleasanton CA",625.619636935489
42.9133602,-85.7053085,1982,58820,"Wyoming MI",625.637538252295
32.6400541,-117.0841955,1975,74152,"Chula Vista CA",625.741719710864
44.840798,-93.2982799,2008,80996,"Bloomington MN",625.956837374685
40.0149856,-105.2705456,2004,94088,"Boulder CO",626.009693053312
33.7513419,-117.9939921,1999,85273,"Westminster CA",626.224009944531
39.3995008,-84.5613355,1974,74250,"Hamilton OH",626.262626262626
34.1808392,-118.3089661,1979,87950,"Burbank CA",626.492325184764
32.5007037,-94.7404891,1986,76441,"Longview TX",626.627071859342
33.8583483,-118.0647871,1983,55981,"Cerritos CA",626.998445901288
35.79154,-78.7811169,2010,133812,"Cary NC",626.999073326757
40.6084305,-75.4901833,1985,103483,"Allentown PA",627.156151251897
37.4418834,-122.1430195,2005,57240,"Palo Alto CA",627.183787561146
42.3764852,-71.2356113,1992,57700,"Waltham MA",627.38301559792
33.7458511,-117.826166,2010,75540,"Tustin CA",627.482128673551
47.6587802,-117.4260466,1974,168914,"Spokane WA",627.538273914536
33.6411316,-117.9186689,1975,77764,"Costa Mesa CA",627.539735610308
33.4941704,-111.9260519,1987,116001,"Scottsdale AZ",627.58079671727
42.4184296,-71.1061639,1999,56236,"Medford MA",627.711786044527
39.6895036,-84.1688274,1989,60372,"Kettering OH",627.774464983767
35.6528323,-97.4780954,2005,73585,"Edmond OK",627.845348916219
33.1031744,-96.6705503,2006,71184,"Allen TX",627.950101146325
44.7677424,-93.2777226,1997,56514,"Burnsville MN",628.162933078529
41.5381535,-72.8070435,1980,56506,"Meriden CT",628.251867058366
41.5931049,-81.5267873,1988,57770,"Euclid OH",628.353816859962
33.5805955,-112.2373779,2004,131121,"Peoria AZ",628.427177950138
33.4483771,-112.0740373,1969,542277,"Phoenix AZ",628.461100138859
41.3838782,-72.9026064,1991,52495,"Hamden CT",628.631298218878
41.7001009,-71.4161671,1985,88592,"Warwick RI",628.724941303955
41.7605849,-88.3200715,2007,122942,"Aurora IL",628.751769126905
42.6389216,-83.2910468,1966,86498,"Pontiac MI",628.916275520821
36.7682088,-76.2874927,1998,197272,"Chesapeake VA",629.080660205199
34.095287,-118.1270146,1999,85356,"Alhambra CA",629.129762406861
42.279286,-71.4161565,1988,64369,"Framingham MA",629.184856064255
44.0520691,-123.0867536,1976,95834,"Eugene OR",629.213014170336
43.2341813,-86.2483921,1969,52600,"Muskegon MI",629.277566539924
36.7682088,-76.2874927,1976,99318,"Chesapeake VA",629.291769870517
36.5297706,-87.3594528,1980,54661,"Clarksville TN",629.333528475513
33.4053867,-86.8113781,2000,46868,"Hoover AL",629.427327814287
41.7605849,-88.3200715,2003,111685,"Aurora IL",629.448896449837
34.0625106,-118.1228476,2000,60051,"Monterey Park CA",629.46495478843
41.394817,-73.4540111,1976,56872,"Danbury CT",629.483752989169
37.8715926,-122.272747,1970,116716,"Berkeley CA",629.733712601529
41.5200518,-81.556235,1981,56356,"Cleveland Heights OH",629.924054226702
32.6400541,-117.0841955,1974,72700,"Chula Vista CA",629.986244841816
45.0724642,-93.4557877,2006,60155,"Maple Grove MN",630.039065746821
33.660297,-117.9992265,2001,193117,"Huntington Beach CA",630.187917169384
33.5805955,-112.2373779,2010,154058,"Peoria AZ",630.282101546171
42.8142432,-73.9395687,1981,68216,"Schenectady NY",630.350650873695
36.1626638,-86.7816016,1973,458456,"Nashville TN",630.376742806289
45.0724642,-93.4557877,2002,51391,"Maple Grove MN",630.460586484015
25.7616798,-80.1917902,1963,327214,"Miami FL",630.474246211959
44.0234,-92.46295,1975,59630,"Rochester MN",630.55508971994
29.7604267,-95.3698028,1972,1285600,"Houston TX",630.678282514001
42.4250964,-71.066163,1980,53431,"Malden MA",630.719994010968
41.49932,-81.6943605,1967,810858,"Cleveland OH",630.813286666716
37.6879241,-122.4702079,1979,76705,"Daly City CA",630.988853399387
41.7014912,-71.1550451,1978,100000,"Fall River MA",631
29.6196787,-95.6349463,1998,50859,"Sugar Land TX",631.156727422875
45.1732394,-93.3030063,2008,61776,"Coon Rapids MN",631.313131313131
42.5678534,-83.373339,2008,63993,"West Bloomfield Township MI",631.319050521151
33.8316745,-118.281693,1971,71417,"Carson CA",631.502303373146
42.4894801,-83.1446485,1979,76480,"Royal Oak MI",631.537656903766
33.8536269,-118.1339563,1976,80900,"Lakewood CA",631.644004944376
37.7719074,-87.1111676,1981,54127,"Owensboro KY",631.847322038908
33.9791793,-118.032844,1984,71847,"Whittier CA",631.89833952705
29.9510658,-90.0715323,1968,697382,"New Orleans LA",632.078258400704
39.6895036,-84.1688274,1985,60116,"Kettering OH",632.111251580278
41.1845415,-73.1331651,2002,50782,"Stratford CT",632.113741089362
33.660297,-117.9992265,2002,196559,"Huntington Beach CA",632.380099613856
42.0664167,-87.9372908,1985,52963,"Mount Prospect IL",632.517040197874
35.4495065,-97.3967019,1975,52952,"Midwest City OK",632.648436319686
42.0834335,-71.0183787,1977,98000,"Brockton MA",632.65306122449
42.0664167,-87.9372908,1986,53580,"Mount Prospect IL",632.698768197088
42.4989936,-83.3677168,1977,58000,"Farmington Hills MI",632.758620689655
34.3916641,-118.542586,2009,171112,"Santa Clarita CA",632.91879003226
27.9094665,-82.7873244,1977,53235,"Largo FL",633.04217150371
41.408969,-75.6624122,1988,82773,"Scranton PA",633.056673069721
33.2098407,-87.5691735,1974,69500,"Tuscaloosa AL",633.093525179856
37.9715592,-87.5710898,1971,142944,"Evansville IN",633.115066039848
41.0997803,-80.6495194,1973,135500,"Youngstown OH",633.210332103321
37.4852152,-122.2363548,2009,73905,"Redwood City CA",633.245382585752
41.49932,-81.6943605,1968,819101,"Cleveland OH",633.255239585839
33.9791793,-118.032844,1983,73112,"Whittier CA",633.274975380239
42.7369792,-84.4838654,1997,51793,"East Lansing MI",633.290212963142
41.6612104,-72.7795419,1978,77517,"New Britain CT",633.409445669982
26.271192,-80.2706044,2001,120595,"Coral Springs FL",633.525436377959
42.0986867,-75.9179738,1981,56023,"Binghamton NY",633.668314799279
37.6879241,-122.4702079,1975,72747,"Daly City CA",633.703108031946
47.7556531,-122.3415178,2002,54598,"Shoreline WA",633.722846990732
44.7677424,-93.2777226,1999,59963,"Burnsville MN",633.724129880093
39.7390721,-75.5397878,1972,80000,"Wilmington DE",633.75
40.6084305,-75.4901833,1980,103806,"Allentown PA",633.874727857735
37.2709704,-79.9414266,1972,89422,"Roanoke VA",634.07215226678
41.5381535,-72.8070435,1995,56928,"Meriden CT",634.134345137718
33.6000232,-117.6719953,1990,72820,"Mission Viejo CA",634.441087613293
42.0986867,-75.9179738,1983,56255,"Binghamton NY",634.610256866056
39.7390721,-75.5397878,1968,85690,"Wilmington DE",634.846539852958
41.0534302,-73.5387341,2003,120642,"Stamford CT",634.936423467781
30.2265949,-93.2173758,1976,76225,"Lake Charles LA",634.962282715645
33.8352932,-117.9145036,2000,328014,"Anaheim CA",635.033870505527
33.1031744,-96.6705503,2003,58106,"Allen TX",635.046294702785
34.095287,-118.1270146,2000,85804,"Alhambra CA",635.168523611953
47.7556531,-122.3415178,1999,52731,"Shoreline WA",635.29991845404
37.4418834,-122.1430195,2002,60751,"Palo Alto CA",635.380487563991
26.5628537,-81.9495331,1991,76956,"Cape Coral FL",635.42803680025
42.4733688,-83.2218731,1974,79300,"Southfield MI",635.561160151324
34.7464809,-92.2895948,1968,142700,"Little Rock AR",635.599159074982
39.1031182,-84.5120196,1972,446800,"Cincinnati OH",635.631154879141
33.8816818,-118.1170117,1973,50500,"Bellflower CA",635.643564356436
45.7832856,-108.5006904,1984,70478,"Billings MT",635.659354692244
38.9822282,-94.6707917,1977,82262,"Overland Park KS",635.773504169604
37.36883,-122.0363496,1987,114964,"Sunnyvale CA",635.851222991545
33.6189101,-117.9289469,1979,67608,"Newport Beach CA",636.019405987457
33.0369867,-117.2919818,2007,59424,"Encinitas CA",636.10662358643
43.6187102,-116.2146068,1977,100236,"Boise ID",636.497865038509
41.6362152,-70.934205,1977,100236,"New Bedford MA",636.497865038509
45.1732394,-93.3030063,2006,62834,"Coon Rapids MN",636.598020180157
41.8850317,-87.7845025,1973,62350,"Oak Park IL",636.72814755413
37.8715926,-122.272747,1969,121060,"Berkeley CA",636.874277217909
33.7877944,-117.8531119,2007,135818,"Orange CA",636.881709346331
34.0522342,-118.2436849,1964,2670124,"Los Angeles CA",637.423580328105
45.0105194,-93.4555093,1995,60709,"Plymouth MN",637.467261855738
40.9114882,-73.7823549,1996,66821,"New Rochelle NY",637.524131635264
42.3764852,-71.2356113,1990,57878,"Waltham MA",637.547945678842
40.8584328,-74.1637553,1978,78264,"Clifton NJ",637.585607686804
33.5206608,-86.80249,2010,210609,"Birmingham AL",637.674553319184
42.3317642,-71.1211635,1978,51116,"Brookline MA",637.765083339855
41.7014912,-71.1550451,1975,97993,"Fall River MA",637.800659230761
38.2526647,-85.7584557,1972,356050,"Louisville KY",637.831765201517
34.769536,-92.2670941,1979,63651,"North Little Rock AR",637.853293742439
42.4894801,-83.1446485,1975,88578,"Royal Oak MI",637.855901013796
40.7127837,-74.0059413,2006,8165001,"New York NY",637.917864308896
38.5449065,-121.7405167,2009,62994,"Davis CA",638.156014858558
44.9428975,-123.0350963,1975,69731,"Salem OR",638.166669056804
43.0166806,-88.0070315,2000,61254,"West Allis WI",638.325660365037
37.3541079,-121.9552356,1974,87100,"Santa Clara CA",638.346727898967
34.2163937,-119.0376023,1995,57019,"Camarillo CA",638.383696662516
29.8849504,-93.939947,1979,64049,"Port Arthur TX",638.573592093553
33.6469661,-117.689218,2008,75637,"Lake Forest CA",638.576358131602
36.1626638,-86.7816016,1972,458755,"Nashville TN",638.685136946736
41.5381535,-72.8070435,1983,57287,"Meriden CT",638.888404000908
42.3317642,-71.1211635,1982,55231,"Brookline MA",639.133819775126
33.660297,-117.9992265,1986,188843,"Huntington Beach CA",639.155277134975
30.080174,-94.1265562,1970,115919,"Beaumont TX",639.239468939518
33.0198431,-96.6988856,1988,115213,"Plano TX",639.684757796429
42.0333623,-87.8833991,1978,58620,"Des Plaines IL",639.71340839304
32.7459645,-96.9977846,1975,52831,"Grand Prairie TX",639.775889155988
33.6189101,-117.9289469,2010,85186,"Newport Beach CA",639.776489094452
33.1031744,-96.6705503,2004,63448,"Allen TX",639.894086496028
37.3541079,-121.9552356,2009,111106,"Santa Clara CA",639.929436754091
41.1845415,-73.1331651,2004,50473,"Stratford CT",639.94610980128
45.1607987,-93.2349489,2010,57186,"Blaine MN",640.016787325569
43.0116784,-88.2314813,1995,60623,"Waukesha WI",640.021114098609
26.2128609,-80.2497707,2001,57028,"Tamarac FL",640.036473311356
25.7616798,-80.1917902,1961,291688,"Miami FL",640.067469350813
46.8771863,-96.7898034,1998,84662,"Fargo ND",640.192766530439
41.9584457,-70.6672621,2008,55608,"Plymouth MA",640.195655301396
29.4241219,-98.4936282,1978,816780,"San Antonio TX",640.19687063836
41.5200518,-81.556235,1974,57950,"Cleveland Heights OH",640.207075064711
41.5933696,-87.3464271,1966,180700,"Gary IN",640.287769784173
34.6035669,-98.3959291,1970,74470,"Lawton OK",640.526386464348
44.977753,-93.2650108,1970,434400,"Minneapolis MN",640.653775322284
40.9114882,-73.7823549,2002,72870,"New Rochelle NY",640.867297927817
33.7513419,-117.9939921,1982,70838,"Westminster CA",640.898952539597
41.719978,-87.7479528,1976,61939,"Oak Lawn IL",640.953195886275
37.3541079,-121.9552356,1982,91726,"Santa Clara CA",641.039617992717
40.6084305,-75.4901833,1982,104200,"Allentown PA",641.074856046065
42.8864468,-78.8783689,1973,450000,"Buffalo NY",641.111111111111
42.0333623,-87.8833991,1974,57400,"Des Plaines IL",641.114982578397
35.4087517,-80.579511,2001,56929,"Concord NC",641.149502011277
42.8864468,-78.8783689,1972,458649,"Buffalo NY",641.449125584052
41.394817,-73.4540111,1979,56411,"Danbury CT",641.718813706547
38.5815719,-121.4943996,1972,264113,"Sacramento CA",641.770757213768
34.0165053,-118.1137535,2008,62318,"Montebello CA",641.869122885844
33.9616801,-118.3531311,1969,87535,"Inglewood CA",642.028902724624
40.6936488,-89.5889864,1969,138000,"Peoria IL",642.028985507246
41.452819,-82.1823746,1976,88000,"Lorain OH",642.045454545455
37.6818745,-121.7680088,1979,51687,"Livermore CA",642.32785806876
41.1399814,-104.8202462,1991,50748,"Cheyenne WY",642.389847875778
31.9973456,-102.0779146,1982,75798,"Midland TX",642.497163513549
33.0198431,-96.6988856,1987,111742,"Plano TX",642.551592060282
35.3732921,-119.0187125,1999,213365,"Bakersfield CA",642.560869870879
42.3736158,-71.1097335,1971,100843,"Cambridge MA",642.58302509842
40.5011794,-79.8392158,1991,51822,"Penn Hills PA",642.584230635637
37.4418834,-122.1430195,1996,57734,"Palo Alto CA",642.602279419406
41.4047742,-81.7229086,2003,84642,"Parma OH",642.70693036554
42.3764852,-71.2356113,1985,58649,"Waltham MA",642.807208989071
39.7674578,-94.846681,1983,77627,"Saint Joseph MO",642.817576358741
42.3764852,-71.2356113,1998,57702,"Waltham MA",642.958649613532
39.8027644,-105.0874842,1993,94705,"Arvada CO",643.049469404995
37.6879241,-122.4702079,1982,80706,"Daly City CA",643.074864322355
41.8137116,-71.3700545,1990,50380,"East Providence RI",643.112346169115
44.0581728,-121.3153096,2005,63751,"Bend OR",643.12716663268
32.4609764,-84.9877094,1986,182836,"Columbus GA",643.199369927148
44.840798,-93.2982799,1988,87639,"Bloomington MN",643.54910485058
32.7947731,-116.9625269,1975,59201,"El Cajon CA",643.57020996267
32.7667955,-96.5991593,1980,66955,"Mesquite TX",643.715928608767
30.4582829,-91.1403196,1970,165963,"Baton Rouge LA",644.119472412526
42.0883603,-87.9806265,1989,73584,"Arlington Heights IL",644.161774298761
33.8583483,-118.0647871,1985,57904,"Cerritos CA",644.169660127107
45.0724642,-93.4557877,2001,50906,"Maple Grove MN",644.324834007779
42.9133602,-85.7053085,1980,59589,"Wyoming MI",644.41423752706
