"lat","long","year","pop1","citystate","rape_per100k"
32.03,-102.1,2002,99224,"Midland TX",69.5396275094735
36.17,-86.78,1983,465887,"Nashville TN",69.5447608540268
27.71,-97.29,2000,277450,"Corpus Christi TX",69.5620832582447
38.35,-81.63,1994,57493,"Charleston WV",69.573687231489
26.14,-80.14,1985,155204,"Fort Lauderdale FL",69.585835416613
32.67,-117.1,1985,57473,"National City CA",69.5978981434761
29.67,-82.34,1984,87623,"Gainesville FL",69.6164249112676
41.82,-71.42,1985,155125,"Providence RI",69.621273166801
42.23,-83.27,1995,68923,"Taylor MI",69.6429348693469
40.04,-76.3,2007,54562,"Lancaster PA",69.645540852608
34.72,-92.35,2003,185117,"Little Rock AR",69.6856582593711
39.14,-84.51,1979,404661,"Cincinnati OH",69.6879610340507
41.08,-81.52,1985,226704,"Akron OH",69.6944032747547
45.11,-93.35,2009,71740,"Brooklyn Park MN",69.6961248954558
39.3,-76.61,1968,911094,"Baltimore MD",69.6964308841898
35.37,-94.38,1999,76026,"Fort Smith AR",69.7129929234735
43.17,-77.62,1987,236672,"Rochester NY",69.7167387777177
39.78,-86.15,1975,503411,"Indianapolis IN",69.7243405487762
32.51,-92.08,2001,53065,"Monroe LA",69.7258079713559
37.53,-77.47,1996,204881,"Richmond VA",69.7966136440177
37.77,-122.45,1985,733456,"San Francisco CA",69.8065050936934
36.13,-95.92,1998,382417,"Tulsa OK",69.8190718508853
30.21,-93.2,1996,73027,"Lake Charles LA",69.8371835074698
42.89,-85.7,2002,70149,"Wyoming MI",69.8513164834852
43.75,-87.73,2002,51526,"Sheboygan WI",69.8676396382409
39.71,-104.73,2000,236144,"Aurora CO",69.8726200962125
39.94,-75.11,2003,80132,"Camden NJ",69.8846902610692
29.77,-95.39,1988,1725421,"Houston TX",69.895984806027
27.99,-80.66,2006,94399,"Palm Bay FL",69.915994872827
41.6,-87.34,2003,101544,"Gary IN",69.9204285826834
32.2,-110.89,1983,361739,"Tucson AZ",69.9399290648783
40.2,-85.39,1983,74338,"Muncie IN",69.9507654227986
41.6,-87.34,2005,100065,"Gary IN",69.9545295557887
42.67,-73.8,1991,101461,"Albany NY",69.9776268714087
39.89,-104.96,2006,107171,"Thornton CO",69.9816181616296
40.76,-82.53,1999,50012,"Mansfield OH",69.9832040310326
45.5,-122.44,2003,95730,"Gresham OR",69.9885093492113
43.02,-83.69,1978,180000,"Flint MI",70
45.54,-122.66,2000,526986,"Portland OR",70.0208354681149
41.44,-82.18,1996,71371,"Lorain OH",70.056465511202
35.07,-85.26,2000,155554,"Chattanooga TN",70.0721292927215
36.13,-95.92,2003,388099,"Tulsa OK",70.0852102169807
35.68,-105.95,1982,51364,"Santa Fe NM",70.0879993769956
36.78,-119.79,1981,221129,"Fresno CA",70.0948315236808
61.18,-149.19,1986,238235,"Anchorage AK",70.0988519738913
42.33,-83.27,1994,59911,"Dearborn Heights MI",70.1039875815793
32.51,-92.08,1989,54201,"Monroe LA",70.109407575506
36.92,-76.24,1988,285180,"Norfolk VA",70.1311452416018
41.68,-86.27,1982,108364,"South Bend IN",70.1339928389502
39.78,-86.15,1976,494730,"Indianapolis IN",70.139267883492
40.57,-122.36,2009,91242,"Redding CA",70.1431358365665
35.12,-106.62,2008,527464,"Albuquerque NM",70.1469673759726
42.12,-72.54,1985,151090,"Springfield MA",70.1568601495797
33.76,-84.42,2003,400445,"Atlanta GA",70.1719337237323
41.44,-82.18,1990,71245,"Lorain OH",70.1803635342831
39.77,-104.87,1972,524221,"Denver CO",70.1994006344652
39.74,-75.53,1982,71220,"Wilmington DE",70.2049985959
32.84,-83.66,1992,111100,"Macon GA",70.2070207020702
29.3,-94.81,1983,68357,"Galveston TX",70.2195824860658
34.72,-92.35,2008,187978,"Little Rock AR",70.2209833065571
42.8,-73.93,2005,61213,"Schenectady NY",70.2465162628853
47.25,-122.46,2000,193556,"Tacoma WA",70.2639029531505
29.77,-95.39,1984,1805783,"Houston TX",70.2742245330696
35.2,-101.82,1987,101014,"Amarillo TX",70.2872869107252
47.25,-122.46,1978,156488,"Tacoma WA",70.2929298093144
33.24,-87.54,1993,79664,"Tuscaloosa AL",70.2952400080337
41.24,-80.82,1980,55471,"Warren OH",70.3070072650574
41.66,-83.58,1979,359831,"Toledo OH",70.3107847850797
27.98,-82.77,1993,99547,"Clearwater FL",70.318542999789
34.07,-118.03,1975,66827,"El Monte CA",70.3308542954195
32.45,-99.74,2005,110875,"Abilene TX",70.3494926719278
38.86,-104.76,1984,240227,"Colorado Springs CO",70.3501271713837
39.99,-82.99,1981,562896,"Columbus OH",70.3504732668202
35.36,-119,1980,112282,"Bakersfield CA",70.3585614791329
31.29,-92.46,1979,51162,"Alexandria LA",70.364723818459
39.94,-75.11,1999,83838,"Camden NJ",70.3738161692788
33.9,-98.52,1982,100872,"Wichita Falls TX",70.3862320564676
35.19,-111.62,2009,61072,"Flagstaff AZ",70.4086979303118
42.64,-71.32,1995,96578,"Lowell MA",70.4094100105614
35.57,-82.55,1999,63902,"Asheville NC",70.4203311320459
38.27,-104.62,1996,105059,"Pueblo CO",70.4366118086028
39.7,-105.11,2006,143331,"Lakewood CO",70.466263404288
35.98,-80,1989,68109,"High Point NC",70.4752675857816
40.44,-79.98,1980,424205,"Pittsburgh PA",70.4847891939039
41.68,-86.27,2008,103561,"South Bend IN",70.4898562200056
47.16,-122.53,2010,58163,"Lakewood WA",70.4915496105772
40.76,-82.53,1980,53907,"Mansfield OH",70.4917728680876
32.75,-97.34,1978,375860,"Fort Worth TX",70.5049752567445
35.12,-106.62,1995,419714,"Albuquerque NM",70.5242141077019
31.45,-100.45,2008,90739,"San Angelo TX",70.5319653070896
47.31,-122.34,1999,75130,"Federal Way WA",70.5443897244776
34.6,-98.42,1993,87874,"Lawton OK",70.5555681999226
36.92,-76.24,1981,267868,"Norfolk VA",70.5571400839219
40.56,-105.07,2001,121864,"Fort Collins CO",70.5704720015755
39.75,-121.81,2003,66595,"Chico CA",70.5758690592387
46.88,-96.82,1999,86430,"Fargo ND",70.5773458289946
35.98,-78.91,1991,138844,"Durham NC",70.5828123649564
33.9,-98.52,1987,100581,"Wichita Falls TX",70.5898728388065
34.11,-118.41,1970,2816061,"Los Angeles CA",70.595061683678
42.7,-71.16,1988,63736,"Lawrence MA",70.6037404292707
45.63,-122.64,2005,157152,"Vancouver WA",70.6322541233965
38.64,-90.24,1983,457262,"Saint Louis MO",70.6378400129466
40.81,-81.37,1982,94848,"Canton OH",70.639338731444
36.86,-76.36,1987,113250,"Portsmouth VA",70.6401766004415
33.58,-101.88,2000,199564,"Lubbock TX",70.6540257761921
35.07,-85.26,2002,158507,"Chattanooga TN",70.6593399660583
36.13,-95.92,1988,367849,"Tulsa OK",70.681176243513
42.49,-92.35,2003,67910,"Waterloo IA",70.6817847150641
30.09,-94.14,1992,118828,"Beaumont TX",70.6904096677551
38.86,-104.76,1986,254629,"Colorado Springs CO",70.6910838906802
38.86,-104.76,1979,193789,"Colorado Springs CO",70.6954471100011
38.35,-81.63,1979,67858,"Charleston WV",70.735948598544
40.22,-74.76,1982,91882,"Trenton NJ",70.7429093837748
37.69,-97.34,1994,316629,"Wichita KS",70.7452570674196
39.54,-119.82,1986,111665,"Reno NV",70.7473245869341
40.78,-111.93,1983,180892,"Salt Lake City UT",70.7604537514097
37.97,-121.31,1993,221867,"Stockton CA",70.7631148390703
28.5,-81.37,2001,190769,"Orlando FL",70.76621463655
35.2,-101.82,1996,100314,"Amarillo TX",70.7777578403812
40.56,-105.07,1993,96055,"Fort Collins CO",70.7927749726719
35.12,-106.62,1977,292341,"Albuquerque NM",70.8077211201987
34.43,-119.72,1980,74849,"Santa Barbara CA",70.8092292482198
40.44,-79.98,1994,368594,"Pittsburgh PA",70.8096170854653
40.78,-111.93,1978,185000,"Salt Lake City UT",70.8108108108108
39.3,-76.61,1998,662253,"Baltimore MD",70.8188562377218
39.54,-119.82,1996,159559,"Reno NV",70.8201981712094
42.13,-80.09,1990,108718,"Erie PA",70.8254382898876
41.66,-83.58,1977,365640,"Toledo OH",70.8347007985997
41.1,-80.65,1989,101642,"Youngstown OH",70.8368587788513
28.04,-81.96,1990,70576,"Lakeland FL",70.8456132396282
45.63,-122.64,2009,165147,"Vancouver WA",70.8459735871678
39.3,-76.61,1981,797429,"Baltimore MD",70.8527028738609
39.3,-76.61,1978,781730,"Baltimore MD",70.8684584191473
33.91,-118.35,1981,57849,"Hawthorne CA",70.8741724143892
29.67,-82.34,1979,73368,"Gainesville FL",70.8755860865773
41.68,-86.27,1998,102996,"South Bend IN",70.8765388947144
39.3,-76.61,1989,763138,"Baltimore MD",70.8915032405672
41.44,-82.18,1993,71936,"Lorain OH",70.8963523131673
38.35,-81.63,1999,55005,"Charleston WV",70.9026452140714
31.24,-85.41,1990,53589,"Dothan AL",70.9100748287895
43.42,-83.95,2009,54997,"Saginaw MI",70.9129588886667
42.89,-85.7,1992,64864,"Wyoming MI",70.9176122348298
32.33,-95.3,1998,84592,"Tyler TX",70.9286930206166
28.79,-81.28,2010,53570,"Sanford FL",70.9352249393317
42.32,-83.38,2004,85984,"Westland MI",70.9434313360625
40.22,-74.76,1979,97231,"Trenton NJ",70.9650214437782
33.58,-101.88,1993,191639,"Lubbock TX",70.9667656374746
32.91,-80.04,1985,70449,"North Charleston SC",70.9733282232537
32.51,-92.08,1981,57752,"Monroe LA",70.993212356282
37.69,-97.34,1984,291555,"Wichita KS",70.9986108967433
27.76,-82.64,1995,242228,"Saint Petersburg FL",71.0074805555097
35.07,-85.26,1999,149230,"Chattanooga TN",71.0312939757421
36.33,-82.37,1997,53495,"Johnson City TN",71.0346761379568
30.44,-87.19,2001,57713,"Pensacola FL",71.0411865610867
32.79,-96.77,1998,1019038,"Dallas TX",71.0473996062954
42.27,-85.59,1982,78772,"Kalamazoo MI",71.0912506982176
42.12,-72.54,1998,150509,"Springfield MA",71.0920941604821
30.67,-96.37,2004,68912,"Bryan TX",71.1051776178314
31.1,-97.72,2010,127921,"Killeen TX",71.137655271613
32.61,-83.63,1997,50606,"Warner Robins GA",71.1378097458799
36.17,-86.78,2004,555134,"Nashville TN",71.1539916488632
30.22,-92.03,1981,81508,"Lafayette LA",71.1586592727094
39.46,-75,1985,54806,"Vineland NJ",71.1600919607342
33.58,-101.88,1994,195326,"Lubbock TX",71.1630812078269
35.12,-106.62,1979,302120,"Albuquerque NM",71.1637759830531
42.8,-73.93,2000,61821,"Schenectady NY",71.1732259264651
30.45,-91.13,1992,237390,"Baton Rouge LA",71.190867349088
35.19,-111.62,2008,60400,"Flagstaff AZ",71.1920529801325
42.27,-71.81,2006,176956,"Worcester MA",71.2041411424309
33.9,-98.52,1993,96887,"Wichita Falls TX",71.2169847347941
43.06,-87.97,1986,623278,"Milwaukee WI",71.2362701715767
42.67,-73.8,1986,99657,"Albany NY",71.2443681828672
41.6,-87.34,1989,133318,"Gary IN",71.2581946923896
39.12,-94.55,1975,423789,"Kansas City MO",71.2618779628542
47.25,-122.46,2006,199264,"Tacoma WA",71.2622450618275
37.69,-97.34,2009,367635,"Wichita KS",71.2663375358712
41.1,-80.65,1986,108042,"Youngstown OH",71.2685807371208
36.03,-115,1998,134698,"Henderson NV",71.2705459620781
30.33,-81.66,1981,575157,"Jacksonville FL",71.2848839534249
41.23,-111.97,1986,68737,"Ogden UT",71.2862068463855
41.07,-85.14,1992,176751,"Fort Wayne IN",71.28672539335
33.54,-112.07,1985,890746,"Phoenix AZ",71.288560375236
40.81,-81.37,2005,79940,"Canton OH",71.3034776082062
39.3,-76.61,1979,790901,"Baltimore MD",71.3110743316799
40.51,-78.4,1990,51881,"Altoona PA",71.3170524854957
29.75,-94.97,1979,54680,"Baytown TX",71.3240673006584
45.5,-122.44,2008,100935,"Gresham OR",71.3330361123495
36.07,-94.16,2002,58843,"Fayetteville AR",71.376374420067
39.3,-76.61,1980,784554,"Baltimore MD",71.3781333088608
32.2,-110.89,2005,529447,"Tucson AZ",71.3952482495887
43.17,-77.62,1991,232504,"Rochester NY",71.3966211333999
30.33,-81.66,1982,590957,"Jacksonville FL",71.4095949451483
34.07,-118.03,1984,88220,"El Monte CA",71.4123781455452
27.71,-97.29,1993,271654,"Corpus Christi TX",71.4143726946778
40.78,-111.93,1982,173630,"Salt Lake City UT",71.4162299141853
45.17,-93.31,2000,61607,"Coon Rapids MN",71.4204554677228
45.5,-122.44,2005,96609,"Gresham OR",71.421917212682
32.52,-94.76,1983,67203,"Longview TX",71.4253827954109
32.91,-80.04,2010,78393,"North Charleston SC",71.4349495490669
45.5,-122.44,1997,82591,"Gresham OR",71.4363550507925
36.03,-115,1999,158168,"Henderson NV",71.4430226088716
34.11,-118.41,1986,3260856,"Los Angeles CA",71.4536305804366
33.79,-118.16,1978,344154,"Long Beach CA",71.4796283059328
42.89,-78.86,2003,288187,"Buffalo NY",71.4813645306693
32.52,-93.66,2006,57350,"Bossier City LA",71.4908456843941
33.39,-111.93,1980,106306,"Tempe AZ",71.4917314168532
38.86,-104.76,1990,281140,"Colorado Springs CO",71.4946290104574
37.2,-93.29,2009,156650,"Springfield MO",71.4969677625279
37.69,-97.34,1981,282465,"Wichita KS",71.5132848317491
39.3,-76.61,1984,788604,"Baltimore MD",71.5187850936592
44.08,-103.23,1989,55929,"Rapid City SD",71.5192476175151
38.41,-82.43,1980,58724,"Huntington WV",71.521013554935
31.45,-100.45,2009,92269,"San Angelo TX",71.5299829845344
32.2,-110.89,1990,405390,"Tucson AZ",71.5360517032981
34.14,-117.29,1989,152348,"San Bernardino CA",71.5467219786279
37.53,-77.47,1980,219429,"Richmond VA",71.5493394218631
34.94,-81.03,2005,58688,"Rock Hill SC",71.5648854961832
38.35,-81.63,1990,57287,"Charleston WV",71.5694660219596
34.79,-92.26,1986,65657,"North Little Rock AR",71.5841418279848
35.37,-94.38,1995,75421,"Fort Smith AR",71.5980960210021
43.1,-75.23,2003,60049,"Utica NY",71.6081866475712
40.77,-74.21,2000,69824,"East Orange NJ",71.6086159486709
41.6,-87.34,1998,111713,"Gary IN",71.6120773768496
39.77,-104.87,1994,511085,"Denver CO",71.6123541093947
41.71,-71.11,2008,90760,"Fall River MA",71.6174526223006
41.82,-71.42,1993,159178,"Providence RI",71.617937152119
32.69,-97.02,1980,65623,"Grand Prairie TX",71.6212303613062
43.09,-79.02,2003,54450,"Niagara Falls NY",71.6253443526171
36.13,-95.92,1980,350387,"Tulsa OK",71.6350777854201
42.27,-71.81,1997,167494,"Worcester MA",71.6443574098177
30.46,-84.28,2010,181376,"Tallahassee FL",71.6743119266055
42.33,-83.27,1997,59993,"Dearborn Heights MI",71.6750287533546
27.98,-82.77,1989,97650,"Clearwater FL",71.6845878136201
32.51,-92.08,1992,55780,"Monroe LA",71.7102904266762
39.09,-108.55,2010,58566,"Grand Junction CO",71.7139637332241
39.78,-89.64,1985,101786,"Springfield IL",71.7190969288507
26.24,-80.13,1980,51590,"Pompano Beach FL",71.7193254506687
34.84,-82.37,1995,59955,"Greenville SC",71.7204570094237
42.67,-73.8,1998,103166,"Albany NY",71.7290580229921
38.64,-90.24,1988,425187,"Saint Louis MO",71.7331432993012
40.2,-85.39,2002,68301,"Muncie IN",71.7412629390492
44.96,-93.27,1972,429251,"Minneapolis MN",71.7528904999639
39.99,-82.99,1985,565682,"Columbus OH",71.7717728335001
35.2,-101.82,2004,104488,"Amarillo TX",71.7785774442998
46.88,-96.82,1992,73832,"Fargo ND",71.784592046809
26.75,-80.13,1995,76608,"West Palm Beach FL",71.7940685045948
39.71,-104.73,1986,167118,"Aurora CO",71.805550569059
28.5,-81.37,1977,118374,"Orlando FL",71.8063088178147
36.27,-115.14,1996,71002,"North Las Vegas NV",71.8289625644348
45.54,-122.66,1974,371654,"Portland OR",71.8410134157039
41.08,-81.52,1986,226877,"Akron OH",71.8450966823433
37.77,-122.22,1974,342400,"Oakland CA",71.8457943925234
32.79,-96.77,1974,883588,"Dallas TX",71.8660733282933
42.12,-72.54,2005,151670,"Springfield MA",71.8665523834641
36.17,-86.78,2002,560596,"Nashville TN",71.8877765806392
43.06,-87.97,1987,607885,"Milwaukee WI",71.8885973498277
30.22,-92.03,1987,89026,"Lafayette LA",71.8891110462112
33.76,-84.42,2000,386699,"Atlanta GA",71.8905401875878
38.86,-104.76,1996,331020,"Colorado Springs CO",71.8989789136608
35.63,-88.83,1984,50068,"Jackson TN",71.9022129903331
31.24,-85.41,2007,63974,"Dothan AL",71.9042110857536
38.64,-90.24,1996,374041,"Saint Louis MO",71.9172497132667
35.47,-97.51,2007,453215,"Oklahoma City OK",71.9305406926073
25.78,-80.21,1979,362840,"Miami FL",71.9325322456179
32.45,-99.74,1995,111209,"Abilene TX",71.9366238344019
28.04,-81.96,1984,54213,"Lakeland FL",71.9384649438327
41.68,-86.27,2001,108396,"South Bend IN",71.9583748477804
41.23,-111.97,1987,68086,"Ogden UT",71.9678054225538
41.23,-111.97,1990,63909,"Ogden UT",71.9773427842714
39.94,-75.11,2001,80570,"Camden NJ",71.9870919697158
32.32,-90.21,2009,172248,"Jackson MS",71.9892248386048
42.89,-85.7,1990,63891,"Wyoming MI",71.9976209481774
41.66,-83.58,1997,324986,"Toledo OH",72.003101672072
42.71,-84.55,1984,127767,"Lansing MI",72.0060735557695
43.04,-76.14,1990,163860,"Syracuse NY",72.0126937629684
40.01,-75.13,2008,1441117,"Philadelphia PA",72.0274620311883
42.13,-80.09,2005,104120,"Erie PA",72.0322704571648
33.58,-101.88,1991,190179,"Lubbock TX",72.0373963476514
34.06,-117.76,1974,81900,"Pomona CA",72.039072039072
41.82,-71.42,1992,161010,"Providence RI",72.0452145829451
39.54,-119.74,2002,72164,"Sparks NV",72.0580899063245
42.67,-73.8,2005,94361,"Albany NY",72.0636703722936
33.21,-97.13,2005,99905,"Denton TX",72.0684650417897
35.47,-97.51,2010,471735,"Oklahoma City OK",72.074363784752
34.72,-92.35,2000,183133,"Little Rock AR",72.0787624294911
37.77,-122.22,1972,362100,"Oakland CA",72.079536039768
34.05,-117.61,1981,90170,"Ontario CA",72.0860596650771
43.09,-79.02,1986,66578,"Niagara Falls NY",72.0958875304155
42.8,-73.93,2002,62410,"Schenectady NY",72.1038295145009
37.3,-121.85,1981,644823,"San Jose CA",72.1128123531574
27.34,-82.55,1994,52694,"Sarasota FL",72.1144722359282
35.97,-83.95,2010,178874,"Knoxville TN",72.117803593591
32.75,-97.34,1995,460321,"Fort Worth TX",72.1235833255489
42.27,-85.59,1994,81786,"Kalamazoo MI",72.1394859755948
30.39,-89.07,1999,65151,"Gulfport MS",72.1401052938558
44.95,-93.1,1989,261902,"Saint Paul MN",72.1643973700086
36.03,-115,1996,112217,"Henderson NV",72.1815767664436
28.5,-81.37,1991,169009,"Orlando FL",72.1855049139395
28.5,-81.37,2007,224417,"Orlando FL",72.1870446534799
34.11,-118.41,1969,2929600,"Los Angeles CA",72.1941561987985
30.68,-88.09,1980,199411,"Mobile AL",72.2126663022602
31.57,-97.18,1985,106616,"Waco TX",72.2218053575448
37.69,-97.34,1997,315690,"Wichita KS",72.2227501663024
38.04,-84.46,1991,227060,"Lexington KY",72.2276050383159
42.45,-73.26,1985,51223,"Pittsfield MA",72.2331765027429
39.14,-84.51,2009,333568,"Cincinnati OH",72.2491366078281
38.86,-104.76,1985,251886,"Colorado Springs CO",72.2549089667548
42.3,-85.23,1985,55355,"Battle Creek MI",72.2608617107759
47.25,-122.46,1996,189568,"Tacoma WA",72.2695813639433
42.5,-96.39,1988,78847,"Sioux City IA",72.2919071112408
39.39,-84.56,1985,63616,"Hamilton OH",72.3088531187123
37.69,-97.34,1980,279352,"Wichita KS",72.3102036140783
41.66,-70.94,1996,95420,"New Bedford MA",72.3118843009851
61.18,-149.19,1998,254250,"Anchorage AK",72.369714847591
26.75,-80.13,1978,59417,"West Palm Beach FL",72.3698604776411
47.96,-122.2,1979,53879,"Everett WA",72.3844169342415
38.86,-104.76,1997,337080,"Colorado Springs CO",72.3863771211582
39.54,-119.74,1996,66272,"Sparks NV",72.4287783679382
44.52,-87.99,1995,103536,"Green Bay WI",72.4385720908669
41.82,-71.42,1994,158720,"Providence RI",72.4546370967742
42.49,-92.35,1998,64853,"Waterloo IA",72.4715895949301
44.01,-92.48,1998,77252,"Rochester MN",72.4900326205147
37.77,-122.22,2001,406908,"Oakland CA",72.4979602268818
47.39,-122.24,2010,92411,"Kent WA",72.5021912975728
33.9,-98.52,1997,103409,"Wichita Falls TX",72.527536287944
30.67,-96.37,1988,60656,"Bryan TX",72.5402268530731
46.87,-114.01,1999,52377,"Missoula MT",72.5509288428127
35.47,-97.51,2006,450694,"Oklahoma City OK",72.554771086369
27.34,-82.55,2002,55125,"Sarasota FL",72.562358276644
40.09,-85.69,2006,57881,"Anderson IN",72.5626716884643
32.02,-81.13,1971,118500,"Savannah GA",72.5738396624473
36.92,-76.24,1995,243857,"Norfolk VA",72.5835223102064
37.69,-97.34,1996,312706,"Wichita KS",72.5921472565285
28.5,-81.37,1975,118457,"Orlando FL",72.6001840330246
30.07,-89.93,1978,559160,"New Orleans LA",72.6089133700551
38.41,-82.43,1978,64728,"Huntington WV",72.6115436905203
36.13,-95.92,1985,369087,"Tulsa OK",72.6116064776055
38.86,-104.76,2004,374576,"Colorado Springs CO",72.6154371876468
38.45,-122.7,1991,115673,"Santa Rosa CA",72.6185021569424
37.53,-77.47,1979,221695,"Richmond VA",72.6222963982047
40.72,-74.23,2002,61964,"Irvington NJ",72.6228132464011
39.99,-82.99,1975,572797,"Columbus OH",72.6260786980379
32.91,-96.63,1991,184505,"Garland TX",72.6267580824368
32.03,-102.1,2000,94996,"Midland TX",72.6346372478841
35.11,-90.01,1976,649819,"Memphis TN",72.635610839326
26.75,-80.13,2003,88101,"West Palm Beach FL",72.6438973450926
30.07,-89.93,1990,496938,"New Orleans LA",72.6448772281452
34.21,-77.91,1991,56437,"Wilmington NC",72.6473767209455
38.57,-121.47,1987,331728,"Sacramento CA",72.6498818308976
32.03,-102.1,1990,89443,"Midland TX",72.6719810382031
39.88,-105.05,2008,60541,"Westminster CO",72.6780198543136
39.89,-104.96,2004,97660,"Thornton CO",72.7012082736023
39.71,-104.73,2007,262711,"Aurora CO",72.7034650243043
37.53,-77.47,1991,206292,"Richmond VA",72.7124658251411
30.22,-92.03,1996,103134,"Lafayette LA",72.7209261737158
47.25,-122.46,2001,196638,"Tacoma WA",72.7224646304377
31.58,-84.18,1980,74252,"Albany GA",72.7253137962614
34.11,-118.41,1985,3186459,"Los Angeles CA",72.7453263952243
34.6,-98.42,1984,87977,"Lawton OK",72.7462859611035
41.68,-86.27,2003,107191,"South Bend IN",72.7673032250842
25.78,-80.21,1992,373791,"Miami FL",72.767937162746
35.37,-94.38,2009,85175,"Fort Smith AR",72.7913120046962
36.86,-76.36,1974,112609,"Portsmouth VA",72.8183360122193
29.77,-95.39,1991,1665756,"Houston TX",72.8197887325635
26.75,-80.13,2005,97496,"West Palm Beach FL",72.8235004513006
41.1,-80.65,1988,105735,"Youngstown OH",72.8235683548494
35.07,-78.9,1998,81017,"Fayetteville NC",72.8242220768481
36.78,-119.79,1990,354202,"Fresno CA",72.8397919831057
44.95,-93.1,1981,270344,"Saint Paul MN",72.8701210309827
43.17,-77.62,1992,233289,"Rochester NY",72.8709883449284
34.84,-82.37,1996,60379,"Greenville SC",72.8730187648023
40.81,-81.37,2001,80951,"Canton OH",72.8835962495831
32.51,-92.08,1998,54882,"Monroe LA",72.8836412667177
30.44,-87.19,2003,56251,"Pensacola FL",72.8875931094558
35.23,-97.34,1976,61738,"Norman OK",72.8886585247335
40.72,-74.23,2008,56237,"Irvington NJ",72.9057382150541
32.79,-96.77,1977,873700,"Dallas TX",72.908320933959
43.04,-76.14,1989,154960,"Syracuse NY",72.9220443985545
32.2,-110.89,2000,486699,"Tucson AZ",72.9403594418727
38.86,-104.76,1980,206979,"Colorado Springs CO",72.9542610603008
39.74,-75.53,1992,74002,"Wilmington DE",72.9710007837626
29.3,-94.81,1978,61651,"Galveston TX",72.9915167637184
38.35,-81.63,2000,53421,"Charleston WV",73.0049980344808
35.19,-111.62,2004,57526,"Flagstaff AZ",73.0104648332928
34.11,-118.41,1971,2824001,"Los Angeles CA",73.0169713112708
29.46,-98.51,1991,955905,"San Antonio TX",73.0198084537689
41.68,-86.27,1980,108168,"South Bend IN",73.0345388654685
26.24,-80.13,1993,73929,"Pompano Beach FL",73.0430548228706
38.86,-104.76,1994,312122,"Colorado Springs CO",73.0483592954037
32.52,-94.76,2007,75288,"Longview TX",73.0528105408564
38.27,-104.62,1988,101288,"Pueblo CO",73.0590000789827
32.91,-96.63,1990,180650,"Garland TX",73.0694713534459
47.25,-122.46,2010,198397,"Tacoma WA",73.0857825471151
39.12,-94.73,2004,146399,"Kansas City KS",73.08793092849
42.5,-90.69,1993,58804,"Dubuque IA",73.1242772600503
61.18,-149.19,1988,217429,"Anchorage AK",73.1273197227601
47.25,-122.46,2007,196909,"Tacoma WA",73.1302276686185
39.77,-104.87,1976,523676,"Denver CO",73.1368250597698
31.58,-84.18,1981,76564,"Albany GA",73.1414241680163
33.58,-101.88,1979,173616,"Lubbock TX",73.1499400976869
25.81,-80.14,2001,90212,"Miami Beach FL",73.16099853678
32.84,-83.66,1990,106612,"Macon GA",73.1624957790868
38.45,-122.7,1992,117527,"Santa Rosa CA",73.1746747555881
35.2,-80.83,1984,331992,"Charlotte NC",73.1945348080677
35.63,-88.83,1986,51912,"Jackson TN",73.2008013561412
39.75,-121.81,2004,68288,"Chico CA",73.2193064667291
37.77,-122.45,1971,699268,"San Francisco CA",73.2194237402541
35.12,-106.62,1992,401529,"Albuquerque NM",73.2201161061841
43.09,-79.02,2007,51897,"Niagara Falls NY",73.2219588800894
39.94,-75.11,1975,103792,"Camden NJ",73.2233698165562
43.17,-77.62,1986,243065,"Rochester NY",73.2314401497542
45.63,-122.64,2007,161092,"Vancouver WA",73.250068283962
39.04,-95.69,1996,121495,"Topeka KS",73.2540433762706
42.18,-72.57,1987,57326,"Chicopee MA",73.2651850818128
33.92,-118.2,1987,57303,"Lynwood CA",73.2945919061829
27.71,-97.29,1989,263298,"Corpus Christi TX",73.3009745611436
28.04,-81.96,2001,80485,"Lakeland FL",73.3055848915947
32.2,-110.89,1988,383174,"Tucson AZ",73.3348296074368
27.76,-82.64,1990,238629,"Saint Petersburg FL",73.3355962603037
35.97,-83.95,1991,167686,"Knoxville TN",73.3513829419272
39.78,-86.15,1985,471656,"Indianapolis IN",73.358549451295
40.56,-105.07,1991,89958,"Fort Collins CO",73.3675715333822
29.67,-82.34,1989,88578,"Gainesville FL",73.3816523290208
39.78,-84.2,1981,193488,"Dayton OH",73.3895642107004
28.04,-81.96,1992,73575,"Lakeland FL",73.394495412844
36.17,-86.78,2000,553168,"Nashville TN",73.3954241749342
35.57,-82.55,1995,65397,"Asheville NC",73.3978622872609
30.07,-89.93,1989,528589,"New Orleans LA",73.4029652527767
29.19,-82.13,2009,55847,"Ocala FL",73.4148656149838
36.33,-94.13,2008,57205,"Rogers AR",73.4201555808059
39.04,-95.69,1995,121165,"Topeka KS",73.4535550695333
30.45,-91.13,1986,246388,"Baton Rouge LA",73.4613698719093
36.07,-94.16,1996,50362,"Fayetteville AR",73.4680910210079
47.62,-122.35,1978,489961,"Seattle WA",73.4752357840726
34.14,-117.29,1974,110232,"San Bernardino CA",73.481384715872
28.04,-81.96,1997,74835,"Lakeland FL",73.495022382575
38.64,-90.24,1995,371425,"Saint Louis MO",73.5007067375648
42.34,-71.02,1975,616120,"Boston MA",73.5246380575213
30.31,-97.75,1981,357607,"Austin TX",73.5444216695982
33.94,-117.4,1980,169895,"Riverside CA",73.5748550575355
32.84,-83.66,1995,111450,"Macon GA",73.5755944369673
